Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
09-04-1994,MONG KOK,44,316,117,150,N.A.,N.A.,N.A.
10-04-1994,MONG KOK,36,265,96,105,N.A.,N.A.,N.A.
11-04-1994,MONG KOK,34,239,56,104,N.A.,N.A.,N.A.
12-04-1994,MONG KOK,24,345,53,134,N.A.,N.A.,N.A.
13-04-1994,MONG KOK,37,313,83,160,N.A.,N.A.,N.A.
14-04-1994,MONG KOK,56,336,84,179,N.A.,N.A.,N.A.
15-04-1994,MONG KOK,78,438,120,171,N.A.,N.A.,N.A.
16-04-1994,MONG KOK,43,294,109,146,N.A.,N.A.,N.A.
17-04-1994,MONG KOK,40,211,102,108,N.A.,N.A.,N.A.
18-04-1994,MONG KOK,52,286,112,126,N.A.,N.A.,N.A.
19-04-1994,MONG KOK,86,311,83,109,N.A.,N.A.,N.A.
20-04-1994,MONG KOK,73,267,70,111,N.A.,N.A.,N.A.
21-04-1994,MONG KOK,56,273,82,107,N.A.,N.A.,N.A.
22-04-1994,MONG KOK,57,296,82,118,N.A.,N.A.,N.A.
23-04-1994,MONG KOK,83,237,34,86,N.A.,N.A.,N.A.
24-04-1994,MONG KOK,134,160,29,77,N.A.,N.A.,N.A.
25-04-1994,MONG KOK,104,198,33,79,N.A.,N.A.,N.A.
26-04-1994,MONG KOK,58,247,58,89,N.A.,N.A.,N.A.
27-04-1994,MONG KOK,52,267,75,128,N.A.,N.A.,N.A.
28-04-1994,MONG KOK,58,299,90,131,N.A.,N.A.,N.A.
29-04-1994,MONG KOK,45,418,70,151,N.A.,N.A.,N.A.
30-04-1994,MONG KOK,63,276,39,112,N.A.,N.A.,N.A.
01-05-1994,MONG KOK,108,169,24,80,N.A.,N.A.,N.A.
02-05-1994,MONG KOK,24,205,49,102,N.A.,N.A.,N.A.
03-05-1994,MONG KOK,30,474,91,175,N.A.,N.A.,N.A.
04-05-1994,MONG KOK,10,392,38,188,N.A.,N.A.,N.A.
05-05-1994,MONG KOK,245,291,88,130,N.A.,N.A.,N.A.
06-05-1994,MONG KOK,57,292,129,135,N.A.,N.A.,N.A.
07-05-1994,MONG KOK,62,310,135,125,N.A.,N.A.,N.A.
08-05-1994,MONG KOK,76,344,156,135,N.A.,N.A.,N.A.
09-05-1994,MONG KOK,29,243,107,121,N.A.,N.A.,N.A.
10-05-1994,MONG KOK,50,258,80,120,N.A.,N.A.,N.A.
11-05-1994,MONG KOK,57,340,113,131,N.A.,N.A.,N.A.
12-05-1994,MONG KOK,57,328,66,132,N.A.,N.A.,N.A.
13-05-1994,MONG KOK,71,277,54,119,N.A.,N.A.,N.A.
14-05-1994,MONG KOK,44,246,58,136,N.A.,N.A.,N.A.
15-05-1994,MONG KOK,37,313,66,114,N.A.,N.A.,N.A.
16-05-1994,MONG KOK,52,263,46,121,N.A.,N.A.,N.A.
17-05-1994,MONG KOK,61,347,75,137,N.A.,N.A.,N.A.
18-05-1994,MONG KOK,63,323,105,148,N.A.,N.A.,N.A.
19-05-1994,MONG KOK,48,263,96,127,N.A.,N.A.,N.A.
20-05-1994,MONG KOK,47,275,116,125,N.A.,N.A.,N.A.
21-05-1994,MONG KOK,48,276,110,143,N.A.,N.A.,N.A.
22-05-1994,MONG KOK,56,235,93,111,N.A.,N.A.,N.A.
23-05-1994,MONG KOK,53,N.A.,N.A.,109,N.A.,N.A.,N.A.
24-05-1994,MONG KOK,63,N.A.,N.A.,115,N.A.,N.A.,N.A.
25-05-1994,MONG KOK,53,N.A.,N.A.,132,N.A.,N.A.,N.A.
26-05-1994,MONG KOK,20,265,34,143,N.A.,N.A.,N.A.
27-05-1994,MONG KOK,40,N.A.,N.A.,151,N.A.,N.A.,N.A.
28-05-1994,MONG KOK,15,N.A.,N.A.,194,N.A.,N.A.,N.A.
29-05-1994,MONG KOK,12,N.A.,N.A.,126,N.A.,N.A.,N.A.
30-05-1994,MONG KOK,12,N.A.,N.A.,156,N.A.,N.A.,N.A.
31-05-1994,MONG KOK,19,N.A.,N.A.,183,N.A.,N.A.,N.A.
01-06-1994,MONG KOK,31,N.A.,N.A.,154,N.A.,N.A.,N.A.
02-06-1994,MONG KOK,47,303,102,137,N.A.,N.A.,N.A.
03-06-1994,MONG KOK,47,318,96,145,N.A.,N.A.,N.A.
04-06-1994,MONG KOK,43,327,83,175,N.A.,N.A.,N.A.
05-06-1994,MONG KOK,44,224,63,113,N.A.,N.A.,N.A.
06-06-1994,MONG KOK,52,280,66,141,N.A.,N.A.,N.A.
07-06-1994,MONG KOK,13,221,52,139,N.A.,N.A.,N.A.
08-06-1994,MONG KOK,9,233,54,138,N.A.,N.A.,N.A.
09-06-1994,MONG KOK,16,219,45,140,N.A.,N.A.,N.A.
10-06-1994,MONG KOK,36,263,52,154,N.A.,N.A.,N.A.
11-06-1994,MONG KOK,56,238,49,118,N.A.,N.A.,N.A.
12-06-1994,MONG KOK,52,171,43,102,N.A.,N.A.,N.A.
13-06-1994,MONG KOK,44,169,40,104,N.A.,N.A.,N.A.
14-06-1994,MONG KOK,49,206,48,123,N.A.,N.A.,N.A.
15-06-1994,MONG KOK,50,269,56,131,N.A.,N.A.,N.A.
16-06-1994,MONG KOK,41,231,54,127,N.A.,N.A.,N.A.
17-06-1994,MONG KOK,56,261,58,135,N.A.,N.A.,N.A.
18-06-1994,MONG KOK,40,303,67,156,N.A.,N.A.,N.A.
19-06-1994,MONG KOK,49,391,66,171,N.A.,N.A.,N.A.
20-06-1994,MONG KOK,47,296,54,168,N.A.,N.A.,N.A.
21-06-1994,MONG KOK,50,266,54,150,N.A.,N.A.,N.A.
22-06-1994,MONG KOK,51,243,48,130,N.A.,N.A.,N.A.
23-06-1994,MONG KOK,27,219,39,115,N.A.,N.A.,N.A.
24-06-1994,MONG KOK,40,251,49,135,N.A.,N.A.,N.A.
25-06-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
26-06-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
27-06-1994,MONG KOK,54,224,43,116,N.A.,N.A.,N.A.
28-06-1994,MONG KOK,42,213,39,113,N.A.,N.A.,N.A.
29-06-1994,MONG KOK,41,209,36,107,N.A.,N.A.,N.A.
30-06-1994,MONG KOK,54,260,55,119,N.A.,N.A.,N.A.
01-07-1994,MONG KOK,89,330,69,126,N.A.,N.A.,N.A.
02-07-1994,MONG KOK,83,376,103,156,N.A.,N.A.,N.A.
03-07-1994,MONG KOK,31,233,48,115,N.A.,N.A.,N.A.
04-07-1994,MONG KOK,34,271,57,143,N.A.,N.A.,N.A.
05-07-1994,MONG KOK,38,309,60,148,N.A.,N.A.,N.A.
06-07-1994,MONG KOK,39,233,46,124,N.A.,N.A.,N.A.
07-07-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
08-07-1994,MONG KOK,35,241,43,170,N.A.,N.A.,N.A.
09-07-1994,MONG KOK,39,236,63,150,N.A.,N.A.,N.A.
10-07-1994,MONG KOK,80,362,124,204,N.A.,N.A.,N.A.
11-07-1994,MONG KOK,54,275,84,169,N.A.,N.A.,N.A.
12-07-1994,MONG KOK,27,249,57,143,N.A.,N.A.,N.A.
13-07-1994,MONG KOK,25,256,55,156,N.A.,N.A.,N.A.
14-07-1994,MONG KOK,35,299,57,158,N.A.,N.A.,N.A.
15-07-1994,MONG KOK,39,305,45,151,N.A.,N.A.,N.A.
16-07-1994,MONG KOK,48,240,39,133,N.A.,N.A.,N.A.
17-07-1994,MONG KOK,37,208,35,108,N.A.,N.A.,N.A.
18-07-1994,MONG KOK,44,212,34,138,N.A.,N.A.,N.A.
19-07-1994,MONG KOK,35,223,45,145,N.A.,N.A.,N.A.
20-07-1994,MONG KOK,32,235,49,153,N.A.,N.A.,N.A.
21-07-1994,MONG KOK,52,307,45,145,N.A.,N.A.,N.A.
22-07-1994,MONG KOK,34,453,75,205,N.A.,N.A.,N.A.
23-07-1994,MONG KOK,36,381,72,173,N.A.,N.A.,N.A.
24-07-1994,MONG KOK,27,304,54,136,N.A.,N.A.,N.A.
25-07-1994,MONG KOK,43,405,79,195,N.A.,N.A.,N.A.
26-07-1994,MONG KOK,38,273,57,144,N.A.,N.A.,N.A.
27-07-1994,MONG KOK,31,249,49,132,N.A.,N.A.,N.A.
28-07-1994,MONG KOK,23,228,47,127,N.A.,N.A.,N.A.
29-07-1994,MONG KOK,32,222,38,115,N.A.,N.A.,N.A.
30-07-1994,MONG KOK,40,270,44,149,N.A.,N.A.,N.A.
31-07-1994,MONG KOK,27,186,39,110,N.A.,N.A.,N.A.
01-08-1994,MONG KOK,48,326,57,149,N.A.,N.A.,N.A.
02-08-1994,MONG KOK,43,272,50,131,N.A.,N.A.,N.A.
03-08-1994,MONG KOK,74,430,108,163,N.A.,N.A.,N.A.
04-08-1994,MONG KOK,44,372,78,155,N.A.,N.A.,N.A.
05-08-1994,MONG KOK,23,281,51,128,N.A.,N.A.,N.A.
06-08-1994,MONG KOK,23,321,48,151,N.A.,N.A.,N.A.
07-08-1994,MONG KOK,31,286,51,141,N.A.,N.A.,N.A.
08-08-1994,MONG KOK,49,380,62,150,N.A.,N.A.,N.A.
09-08-1994,MONG KOK,49,353,55,142,N.A.,N.A.,N.A.
10-08-1994,MONG KOK,44,349,57,149,N.A.,N.A.,N.A.
11-08-1994,MONG KOK,60,312,61,130,N.A.,N.A.,N.A.
12-08-1994,MONG KOK,58,314,61,133,N.A.,N.A.,N.A.
13-08-1994,MONG KOK,67,347,62,144,N.A.,N.A.,N.A.
14-08-1994,MONG KOK,76,280,75,129,N.A.,N.A.,N.A.
15-08-1994,MONG KOK,68,357,70,128,N.A.,N.A.,N.A.
16-08-1994,MONG KOK,74,495,73,175,N.A.,N.A.,N.A.
17-08-1994,MONG KOK,84,502,65,165,N.A.,N.A.,N.A.
18-08-1994,MONG KOK,98,513,88,157,N.A.,N.A.,N.A.
19-08-1994,MONG KOK,102,475,93,129,N.A.,N.A.,N.A.
20-08-1994,MONG KOK,122,517,138,170,N.A.,N.A.,N.A.
21-08-1994,MONG KOK,93,378,114,156,N.A.,N.A.,N.A.
22-08-1994,MONG KOK,125,N.A.,N.A.,184,N.A.,N.A.,N.A.
23-08-1994,MONG KOK,74,306,108,110,N.A.,N.A.,N.A.
24-08-1994,MONG KOK,54,290,58,95,N.A.,N.A.,N.A.
25-08-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
26-08-1994,MONG KOK,71,N.A.,N.A.,123,N.A.,N.A.,N.A.
27-08-1994,MONG KOK,28,205,43,91,N.A.,N.A.,N.A.
28-08-1994,MONG KOK,21,213,42,99,N.A.,N.A.,N.A.
29-08-1994,MONG KOK,36,194,41,80,N.A.,N.A.,N.A.
30-08-1994,MONG KOK,51,256,66,77,N.A.,N.A.,N.A.
31-08-1994,MONG KOK,53,262,76,74,N.A.,N.A.,N.A.
01-09-1994,MONG KOK,121,469,147,189,N.A.,N.A.,N.A.
02-09-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
03-09-1994,MONG KOK,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
04-09-1994,MONG KOK,33,180,19,211,N.A.,N.A.,N.A.
05-09-1994,MONG KOK,39,225,31,237,N.A.,N.A.,N.A.
06-09-1994,MONG KOK,46,221,28,245,N.A.,N.A.,N.A.
07-09-1994,MONG KOK,48,249,44,250,N.A.,N.A.,N.A.
08-09-1994,MONG KOK,48,221,35,241,N.A.,N.A.,N.A.
09-09-1994,MONG KOK,87,359,65,267,N.A.,N.A.,N.A.
10-09-1994,MONG KOK,91,389,82,296,N.A.,N.A.,N.A.
11-09-1994,MONG KOK,90,340,93,317,N.A.,N.A.,N.A.
12-09-1994,MONG KOK,55,347,73,289,N.A.,N.A.,N.A.
13-09-1994,MONG KOK,64,334,89,282,N.A.,N.A.,N.A.
14-09-1994,MONG KOK,62,323,90,217,N.A.,N.A.,N.A.
15-09-1994,MONG KOK,57,306,98,141,N.A.,N.A.,N.A.
16-09-1994,MONG KOK,58,346,120,150,N.A.,N.A.,N.A.
17-09-1994,MONG KOK,66,329,113,165,N.A.,N.A.,N.A.
18-09-1994,MONG KOK,41,207,73,156,N.A.,N.A.,N.A.
19-09-1994,MONG KOK,50,235,96,165,N.A.,N.A.,N.A.
20-09-1994,MONG KOK,38,232,75,176,N.A.,N.A.,N.A.
21-09-1994,MONG KOK,27,144,55,141,N.A.,N.A.,N.A.
22-09-1994,MONG KOK,64,293,58,163,N.A.,N.A.,N.A.
23-09-1994,MONG KOK,45,255,79,188,N.A.,N.A.,N.A.
24-09-1994,MONG KOK,62,322,106,189,N.A.,N.A.,N.A.
25-09-1994,MONG KOK,37,N.A.,N.A.,142,N.A.,N.A.,N.A.
26-09-1994,MONG KOK,43,N.A.,N.A.,179,N.A.,N.A.,N.A.
27-09-1994,MONG KOK,46,237,105,171,N.A.,N.A.,N.A.
28-09-1994,MONG KOK,61,341,122,211,N.A.,N.A.,N.A.
29-09-1994,MONG KOK,58,267,108,209,N.A.,N.A.,N.A.
30-09-1994,MONG KOK,53,266,125,193,N.A.,N.A.,N.A.
01-10-1994,MONG KOK,47,252,116,136,N.A.,N.A.,N.A.
02-10-1994,MONG KOK,34,190,80,106,N.A.,N.A.,N.A.
03-10-1994,MONG KOK,33,196,77,115,N.A.,N.A.,N.A.
04-10-1994,MONG KOK,42,211,107,108,N.A.,N.A.,N.A.
05-10-1994,MONG KOK,48,251,105,114,N.A.,N.A.,N.A.
06-10-1994,MONG KOK,48,288,95,138,N.A.,N.A.,N.A.
07-10-1994,MONG KOK,45,225,91,113,N.A.,N.A.,N.A.
08-10-1994,MONG KOK,53,281,94,134,N.A.,N.A.,N.A.
09-10-1994,MONG KOK,71,281,83,150,N.A.,N.A.,N.A.
10-10-1994,MONG KOK,76,374,93,168,N.A.,N.A.,N.A.
11-10-1994,MONG KOK,76,356,97,167,N.A.,N.A.,N.A.
12-10-1994,MONG KOK,63,322,100,129,N.A.,N.A.,N.A.
13-10-1994,MONG KOK,34,171,71,99,N.A.,N.A.,N.A.
14-10-1994,MONG KOK,50,273,94,117,N.A.,N.A.,N.A.
15-10-1994,MONG KOK,43,244,83,118,N.A.,N.A.,N.A.
16-10-1994,MONG KOK,30,159,62,82,N.A.,N.A.,N.A.
17-10-1994,MONG KOK,31,224,55,96,N.A.,N.A.,N.A.
18-10-1994,MONG KOK,42,256,73,120,N.A.,N.A.,N.A.
19-10-1994,MONG KOK,48,287,78,143,N.A.,N.A.,N.A.
20-10-1994,MONG KOK,48,313,88,119,N.A.,N.A.,N.A.
21-10-1994,MONG KOK,48,325,102,97,N.A.,N.A.,N.A.
22-10-1994,MONG KOK,44,312,107,107,N.A.,N.A.,N.A.
23-10-1994,MONG KOK,37,243,95,100,N.A.,N.A.,N.A.
24-10-1994,MONG KOK,53,311,90,145,N.A.,N.A.,N.A.
25-10-1994,MONG KOK,59,337,100,145,N.A.,N.A.,N.A.
26-10-1994,MONG KOK,53,343,129,151,N.A.,N.A.,N.A.
27-10-1994,MONG KOK,98,412,137,167,N.A.,N.A.,N.A.
28-10-1994,MONG KOK,121,421,153,187,N.A.,N.A.,N.A.
